# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2011-09-30 09:35:31 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08220000 RIO GRANDE NEAR DEL NORTE, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 08220000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
# 5s	15s	20d	14n	10s
USGS	08220000	2003-09-06	272	A
USGS	08220000	2003-09-07	279	A
USGS	08220000	2003-09-08	259	A
USGS	08220000	2003-09-09	274	A
USGS	08220000	2003-09-10	822	A
USGS	08220000	2003-09-11	849	A
USGS	08220000	2003-09-12	824	A
USGS	08220000	2003-09-13	741	A
USGS	08220000	2003-09-14	687	A
USGS	08220000	2003-09-15	617	A
USGS	08220000	2003-09-16	564	A
USGS	08220000	2003-09-17	517	A
USGS	08220000	2003-09-18	482	A
USGS	08220000	2003-09-19	470	A
USGS	08220000	2003-09-20	430	A
USGS	08220000	2003-09-21	392	A
USGS	08220000	2003-09-22	368	A
USGS	08220000	2003-09-23	340	A
USGS	08220000	2003-09-24	311	A
USGS	08220000	2003-09-25	294	A
USGS	08220000	2003-09-26	277	A
USGS	08220000	2003-09-27	279	A
USGS	08220000	2003-09-28	287	A
USGS	08220000	2003-09-29	251	A
USGS	08220000	2003-09-30	238	A
USGS	08220000	2003-10-01	229	A
USGS	08220000	2003-10-02	227	A
USGS	08220000	2003-10-03	252	A
USGS	08220000	2003-10-04	303	A
USGS	08220000	2003-10-05	320	A
USGS	08220000	2003-10-06	318	A
USGS	08220000	2003-10-07	288	A
USGS	08220000	2003-10-08	256	A
USGS	08220000	2003-10-09	235	A
USGS	08220000	2003-10-10	228	A
USGS	08220000	2003-10-11	227	A
USGS	08220000	2003-10-12	218	A
USGS	08220000	2003-10-13	215	A
USGS	08220000	2003-10-14	226	A
USGS	08220000	2003-10-15	234	A
USGS	08220000	2003-10-16	231	A
USGS	08220000	2003-10-17	209	A
USGS	08220000	2003-10-18	199	A
USGS	08220000	2003-10-19	198	A
USGS	08220000	2003-10-20	201	A
USGS	08220000	2003-10-21	204	A
USGS	08220000	2003-10-22	210	A
USGS	08220000	2003-10-23	197	A
USGS	08220000	2003-10-24	186	A
USGS	08220000	2003-10-25	181	A
USGS	08220000	2003-10-26	179	A
USGS	08220000	2003-10-27	178	A
USGS	08220000	2003-10-28	191	A
USGS	08220000	2003-10-29	191	A
USGS	08220000	2003-10-30	192	A
USGS	08220000	2003-10-31	192	A
USGS	08220000	2003-11-01	205	A
USGS	08220000	2003-11-02	281	A
USGS	08220000	2003-11-03	362	A
USGS	08220000	2003-11-04	327	A
USGS	08220000	2003-11-05	244	A
USGS	08220000	2003-11-06	232	A
USGS	08220000	2003-11-07	234	A
USGS	08220000	2003-11-08	243	A
USGS	08220000	2003-11-09	242	A
USGS	08220000	2003-11-10	240	A
USGS	08220000	2003-11-11	232	A
USGS	08220000	2003-11-12	193	A
USGS	08220000	2003-11-13	190	A
USGS	08220000	2003-11-14	187	A
USGS	08220000	2003-11-15	173	A
USGS	08220000	2003-11-16	166	A
USGS	08220000	2003-11-17	188	A
USGS	08220000	2003-11-18	182	A
USGS	08220000	2003-11-19	163	A
USGS	08220000	2003-11-20	171	A
USGS	08220000	2003-11-21	180	A
USGS	08220000	2003-11-22	191	A
USGS	08220000	2003-11-23	120	A:e
USGS	08220000	2003-11-24	130	A
USGS	08220000	2003-11-25	160	A:e
USGS	08220000	2003-11-26	150	A:e
USGS	08220000	2003-11-27	140	A:e
USGS	08220000	2003-11-28	140	A:e
USGS	08220000	2003-11-29	150	A:e
USGS	08220000	2003-11-30	180	A:e
USGS	08220000	2003-12-01	170	A:e
USGS	08220000	2003-12-02	170	A:e
USGS	08220000	2003-12-03	160	A:e
USGS	08220000	2003-12-04	160	A:e
USGS	08220000	2003-12-05	160	A:e
USGS	08220000	2003-12-06	160	A:e
USGS	08220000	2003-12-07	180	A:e
USGS	08220000	2003-12-08	170	A:e
USGS	08220000	2003-12-09	150	A:e
USGS	08220000	2003-12-10	140	A:e
USGS	08220000	2003-12-11	140	A:e
USGS	08220000	2003-12-12	150	A:e
USGS	08220000	2003-12-13	130	A:e
USGS	08220000	2003-12-14	150	A:e
USGS	08220000	2003-12-15	150	A:e
USGS	08220000	2003-12-16	130	A:e
USGS	08220000	2003-12-17	140	A:e
USGS	08220000	2003-12-18	150	A:e
USGS	08220000	2003-12-19	150	A:e
USGS	08220000	2003-12-20	150	A:e
USGS	08220000	2003-12-21	160	A:e
USGS	08220000	2003-12-22	150	A:e
USGS	08220000	2003-12-23	140	A:e
USGS	08220000	2003-12-24	140	A:e
USGS	08220000	2003-12-25	140	A:e
USGS	08220000	2003-12-26	150	A:e
USGS	08220000	2003-12-27	130	A:e
USGS	08220000	2003-12-28	130	A:e
USGS	08220000	2003-12-29	110	A:e
USGS	08220000	2003-12-30	120	A:e
USGS	08220000	2003-12-31	130	A:e
USGS	08220000	2004-01-01	140	A:e
USGS	08220000	2004-01-02	150	A:e
USGS	08220000	2004-01-03	140	A:e
USGS	08220000	2004-01-04	120	A:e
USGS	08220000	2004-01-05	100	A:e
USGS	08220000	2004-01-06	110	A:e
USGS	08220000	2004-01-07	120	A:e
USGS	08220000	2004-01-08	120	A:e
USGS	08220000	2004-01-09	130	A:e
USGS	08220000	2004-01-10	130	A:e
USGS	08220000	2004-01-11	130	A:e
USGS	08220000	2004-01-12	130	A:e
USGS	08220000	2004-01-13	130	A:e
USGS	08220000	2004-01-14	120	A:e
USGS	08220000	2004-01-15	130	A:e
USGS	08220000	2004-01-16	140	A:e
USGS	08220000	2004-01-17	130	A:e
USGS	08220000	2004-01-18	130	A:e
USGS	08220000	2004-01-19	130	A:e
USGS	08220000	2004-01-20	130	A:e
USGS	08220000	2004-01-21	120	A:e
USGS	08220000	2004-01-22	110	A:e
USGS	08220000	2004-01-23	110	A:e
USGS	08220000	2004-01-24	120	A:e
USGS	08220000	2004-01-25	130	A:e
USGS	08220000	2004-01-26	120	A:e
USGS	08220000	2004-01-27	110	A:e
USGS	08220000	2004-01-28	120	A:e
USGS	08220000	2004-01-29	130	A:e
USGS	08220000	2004-01-30	130	A:e
USGS	08220000	2004-01-31	140	A:e
USGS	08220000	2004-02-01	130	A:e
USGS	08220000	2004-02-02	120	A:e
USGS	08220000	2004-02-03	130	A:e
USGS	08220000	2004-02-04	140	A:e
USGS	08220000	2004-02-05	140	A:e
USGS	08220000	2004-02-06	130	A:e
USGS	08220000	2004-02-07	120	A:e
USGS	08220000	2004-02-08	130	A:e
USGS	08220000	2004-02-09	130	A:e
USGS	08220000	2004-02-10	130	A:e
USGS	08220000	2004-02-11	130	A:e
USGS	08220000	2004-02-12	110	A:e
USGS	08220000	2004-02-13	110	A:e
USGS	08220000	2004-02-14	130	A:e
USGS	08220000	2004-02-15	130	A:e
USGS	08220000	2004-02-16	130	A:e
USGS	08220000	2004-02-17	140	A:e
USGS	08220000	2004-02-18	150	A:e
USGS	08220000	2004-02-19	170	A:e
USGS	08220000	2004-02-20	160	A:e
USGS	08220000	2004-02-21	160	A:e
USGS	08220000	2004-02-22	160	A:e
USGS	08220000	2004-02-23	160	A:e
USGS	08220000	2004-02-24	160	A:e
USGS	08220000	2004-02-25	160	A:e
USGS	08220000	2004-02-26	160	A:e
USGS	08220000	2004-02-27	180	A:e
USGS	08220000	2004-02-28	160	A:e
USGS	08220000	2004-02-29	150	A:e
USGS	08220000	2004-03-01	160	A:e
USGS	08220000	2004-03-02	140	A:e
USGS	08220000	2004-03-03	150	A:e
USGS	08220000	2004-03-04	170	A:e
USGS	08220000	2004-03-05	140	A:e
USGS	08220000	2004-03-06	150	A:e
USGS	08220000	2004-03-07	153	A
USGS	08220000	2004-03-08	163	A
USGS	08220000	2004-03-09	184	A
USGS	08220000	2004-03-10	205	A
USGS	08220000	2004-03-11	230	A
USGS	08220000	2004-03-12	277	A
USGS	08220000	2004-03-13	299	A
USGS	08220000	2004-03-14	305	A
USGS	08220000	2004-03-15	341	A
USGS	08220000	2004-03-16	323	A
USGS	08220000	2004-03-17	326	A
USGS	08220000	2004-03-18	356	A
USGS	08220000	2004-03-19	412	A
USGS	08220000	2004-03-20	494	A
USGS	08220000	2004-03-21	534	A
USGS	08220000	2004-03-22	590	A
USGS	08220000	2004-03-23	620	A
USGS	08220000	2004-03-24	598	A
USGS	08220000	2004-03-25	613	A
USGS	08220000	2004-03-26	681	A
USGS	08220000	2004-03-27	657	A
USGS	08220000	2004-03-28	545	A
USGS	08220000	2004-03-29	470	A
USGS	08220000	2004-03-30	470	A
USGS	08220000	2004-03-31	471	A
USGS	08220000	2004-04-01	542	A
USGS	08220000	2004-04-02	659	A
USGS	08220000	2004-04-03	739	A
USGS	08220000	2004-04-04	695	A
USGS	08220000	2004-04-05	665	A
USGS	08220000	2004-04-06	657	A
USGS	08220000	2004-04-07	638	A
USGS	08220000	2004-04-08	625	A
USGS	08220000	2004-04-09	639	A
USGS	08220000	2004-04-10	633	A
USGS	08220000	2004-04-11	623	A
USGS	08220000	2004-04-12	586	A
USGS	08220000	2004-04-13	528	A
USGS	08220000	2004-04-14	524	A
USGS	08220000	2004-04-15	534	A
USGS	08220000	2004-04-16	594	A
USGS	08220000	2004-04-17	657	A
USGS	08220000	2004-04-18	682	A
USGS	08220000	2004-04-19	667	A
USGS	08220000	2004-04-20	669	A
USGS	08220000	2004-04-21	668	A
USGS	08220000	2004-04-22	672	A
USGS	08220000	2004-04-23	705	A
USGS	08220000	2004-04-24	648	A
USGS	08220000	2004-04-25	676	A
USGS	08220000	2004-04-26	677	A
USGS	08220000	2004-04-27	702	A
USGS	08220000	2004-04-28	759	A
USGS	08220000	2004-04-29	866	A
USGS	08220000	2004-04-30	941	A
USGS	08220000	2004-05-01	911	A
USGS	08220000	2004-05-02	920	A
USGS	08220000	2004-05-03	947	A
USGS	08220000	2004-05-04	1180	A
USGS	08220000	2004-05-05	1490	A
USGS	08220000	2004-05-06	2030	A
USGS	08220000	2004-05-07	2590	A
USGS	08220000	2004-05-08	2950	A
USGS	08220000	2004-05-09	3010	A
USGS	08220000	2004-05-10	3300	A
USGS	08220000	2004-05-11	3620	A
USGS	08220000	2004-05-12	3570	A
USGS	08220000	2004-05-13	2970	A
USGS	08220000	2004-05-14	2630	A
USGS	08220000	2004-05-15	2280	A
USGS	08220000	2004-05-16	2110	A
USGS	08220000	2004-05-17	2560	A
USGS	08220000	2004-05-18	3130	A
USGS	08220000	2004-05-19	3710	A
USGS	08220000	2004-05-20	4030	A
USGS	08220000	2004-05-21	4270	A
USGS	08220000	2004-05-22	4100	A
USGS	08220000	2004-05-23	3470	A
USGS	08220000	2004-05-24	3160	A
USGS	08220000	2004-05-25	3300	A
USGS	08220000	2004-05-26	3260	A
USGS	08220000	2004-05-27	3480	A
USGS	08220000	2004-05-28	3610	A
USGS	08220000	2004-05-29	3930	A
USGS	08220000	2004-05-30	3460	A
USGS	08220000	2004-05-31	2770	A
USGS	08220000	2004-06-01	2680	A
USGS	08220000	2004-06-02	2720	A
USGS	08220000	2004-06-03	3240	A
USGS	08220000	2004-06-04	3510	A
USGS	08220000	2004-06-05	3570	A
USGS	08220000	2004-06-06	3380	A
USGS	08220000	2004-06-07	3640	A
USGS	08220000	2004-06-08	3660	A
USGS	08220000	2004-06-09	3410	A
USGS	08220000	2004-06-10	3110	A
USGS	08220000	2004-06-11	2650	A
USGS	08220000	2004-06-12	2170	A
USGS	08220000	2004-06-13	1810	A
USGS	08220000	2004-06-14	2210	A
USGS	08220000	2004-06-15	2540	A
USGS	08220000	2004-06-16	2410	A
USGS	08220000	2004-06-17	1960	A
USGS	08220000	2004-06-18	1640	A
USGS	08220000	2004-06-19	1580	A
USGS	08220000	2004-06-20	1480	A
USGS	08220000	2004-06-21	1420	A
USGS	08220000	2004-06-22	1620	A
USGS	08220000	2004-06-23	1590	A
USGS	08220000	2004-06-24	1460	A
USGS	08220000	2004-06-25	1380	A
USGS	08220000	2004-06-26	1360	A
USGS	08220000	2004-06-27	1060	A
USGS	08220000	2004-06-28	979	A
USGS	08220000	2004-06-29	994	A
USGS	08220000	2004-06-30	1140	A
USGS	08220000	2004-07-01	1040	A
USGS	08220000	2004-07-02	940	A
USGS	08220000	2004-07-03	860	A
USGS	08220000	2004-07-04	776	A
USGS	08220000	2004-07-05	719	A
USGS	08220000	2004-07-06	650	A
USGS	08220000	2004-07-07	608	A
USGS	08220000	2004-07-08	582	A
USGS	08220000	2004-07-09	553	A
USGS	08220000	2004-07-10	539	A
USGS	08220000	2004-07-11	541	A
USGS	08220000	2004-07-12	520	A
USGS	08220000	2004-07-13	494	A
USGS	08220000	2004-07-14	461	A
USGS	08220000	2004-07-15	440	A
USGS	08220000	2004-07-16	441	A
USGS	08220000	2004-07-17	480	A
USGS	08220000	2004-07-18	495	A
USGS	08220000	2004-07-19	480	A
USGS	08220000	2004-07-20	495	A
USGS	08220000	2004-07-21	531	A
USGS	08220000	2004-07-22	512	A
USGS	08220000	2004-07-23	510	A
USGS	08220000	2004-07-24	675	A
USGS	08220000	2004-07-25	607	A
USGS	08220000	2004-07-26	633	A
USGS	08220000	2004-07-27	570	A
USGS	08220000	2004-07-28	484	A
USGS	08220000	2004-07-29	468	A
USGS	08220000	2004-07-30	428	A
USGS	08220000	2004-07-31	401	A
USGS	08220000	2004-08-01	375	A
USGS	08220000	2004-08-02	357	A
USGS	08220000	2004-08-03	370	A
USGS	08220000	2004-08-04	348	A
USGS	08220000	2004-08-05	311	A
USGS	08220000	2004-08-06	318	A
USGS	08220000	2004-08-07	347	A
USGS	08220000	2004-08-08	341	A
USGS	08220000	2004-08-09	304	A
USGS	08220000	2004-08-10	302	A
USGS	08220000	2004-08-11	282	A
USGS	08220000	2004-08-12	263	A
USGS	08220000	2004-08-13	246	A
USGS	08220000	2004-08-14	232	A
USGS	08220000	2004-08-15	244	A
USGS	08220000	2004-08-16	235	A
USGS	08220000	2004-08-17	236	A
USGS	08220000	2004-08-18	259	A
USGS	08220000	2004-08-19	280	A
USGS	08220000	2004-08-20	279	A
USGS	08220000	2004-08-21	282	A
USGS	08220000	2004-08-22	299	A
USGS	08220000	2004-08-23	284	A
USGS	08220000	2004-08-24	241	A
USGS	08220000	2004-08-25	225	A
USGS	08220000	2004-08-26	223	A
USGS	08220000	2004-08-27	218	A
USGS	08220000	2004-08-28	218	A
USGS	08220000	2004-08-29	206	A
USGS	08220000	2004-08-30	197	A
USGS	08220000	2004-08-31	195	A
USGS	08220000	2004-09-01	187	A
USGS	08220000	2004-09-02	182	A
USGS	08220000	2004-09-03	178	A
USGS	08220000	2004-09-04	231	A
USGS	08220000	2004-09-05	489	A
USGS	08220000	2004-09-06	391	A
USGS	08220000	2004-09-07	392	A
USGS	08220000	2004-09-08	323	A
USGS	08220000	2004-09-09	260	A
USGS	08220000	2004-09-10	236	A
USGS	08220000	2004-09-11	245	A
USGS	08220000	2004-09-12	232	A
USGS	08220000	2004-09-13	225	A
USGS	08220000	2004-09-14	215	A
USGS	08220000	2004-09-15	210	A
USGS	08220000	2004-09-16	202	A
USGS	08220000	2004-09-17	200	A
USGS	08220000	2004-09-18	187	A
USGS	08220000	2004-09-19	236	A
USGS	08220000	2004-09-20	2010	A
USGS	08220000	2004-09-21	1940	A
USGS	08220000	2004-09-22	1720	A
USGS	08220000	2004-09-23	1150	A
USGS	08220000	2004-09-24	829	A
USGS	08220000	2004-09-25	709	A
USGS	08220000	2004-09-26	663	A
USGS	08220000	2004-09-27	608	A
USGS	08220000	2004-09-28	579	A
USGS	08220000	2004-09-29	565	A
USGS	08220000	2004-09-30	598	A
USGS	08220000	2004-10-01	580	A
USGS	08220000	2004-10-02	563	A
USGS	08220000	2004-10-03	543	A
USGS	08220000	2004-10-04	533	A
USGS	08220000	2004-10-05	530	A
USGS	08220000	2004-10-06	546	A
USGS	08220000	2004-10-07	590	A
USGS	08220000	2004-10-08	572	A
USGS	08220000	2004-10-09	466	A
USGS	08220000	2004-10-10	420	A
USGS	08220000	2004-10-11	409	A
USGS	08220000	2004-10-12	403	A
USGS	08220000	2004-10-13	424	A
USGS	08220000	2004-10-14	400	A
USGS	08220000	2004-10-15	390	A
USGS	08220000	2004-10-16	389	A
USGS	08220000	2004-10-17	361	A
USGS	08220000	2004-10-18	382	A
USGS	08220000	2004-10-19	391	A
USGS	08220000	2004-10-20	384	A
USGS	08220000	2004-10-21	382	A
USGS	08220000	2004-10-22	429	A
USGS	08220000	2004-10-23	423	A
USGS	08220000	2004-10-24	447	A
USGS	08220000	2004-10-25	431	A
USGS	08220000	2004-10-26	418	A
USGS	08220000	2004-10-27	410	A
USGS	08220000	2004-10-28	553	A
USGS	08220000	2004-10-29	723	A
USGS	08220000	2004-10-30	641	A
USGS	08220000	2004-10-31	570	A
USGS	08220000	2004-11-01	477	A
USGS	08220000	2004-11-02	354	A
USGS	08220000	2004-11-03	315	A
USGS	08220000	2004-11-04	335	A
USGS	08220000	2004-11-05	317	A
USGS	08220000	2004-11-06	310	A
USGS	08220000	2004-11-07	305	A
USGS	08220000	2004-11-08	307	A
USGS	08220000	2004-11-09	331	A
USGS	08220000	2004-11-10	342	A
USGS	08220000	2004-11-11	320	A
USGS	08220000	2004-11-12	315	A
USGS	08220000	2004-11-13	305	A
USGS	08220000	2004-11-14	299	A
USGS	08220000	2004-11-15	282	A
USGS	08220000	2004-11-16	274	A
USGS	08220000	2004-11-17	274	A
USGS	08220000	2004-11-18	271	A
USGS	08220000	2004-11-19	263	A
USGS	08220000	2004-11-20	263	A
USGS	08220000	2004-11-21	285	A
USGS	08220000	2004-11-22	257	A
USGS	08220000	2004-11-23	250	A
USGS	08220000	2004-11-24	223	A
USGS	08220000	2004-11-25	225	A
USGS	08220000	2004-11-26	254	A
USGS	08220000	2004-11-27	222	A
USGS	08220000	2004-11-28	236	A
USGS	08220000	2004-11-29	210	A:e
USGS	08220000	2004-11-30	170	A:e
USGS	08220000	2004-12-01	140	A:e
USGS	08220000	2004-12-02	150	A:e
USGS	08220000	2004-12-03	170	A:e
USGS	08220000	2004-12-04	190	A:e
USGS	08220000	2004-12-05	200	A:e
USGS	08220000	2004-12-06	200	A:e
USGS	08220000	2004-12-07	190	A:e
USGS	08220000	2004-12-08	210	A:e
USGS	08220000	2004-12-09	220	A:e
USGS	08220000	2004-12-10	220	A:e
USGS	08220000	2004-12-11	210	A:e
USGS	08220000	2004-12-12	220	A:e
USGS	08220000	2004-12-13	210	A:e
USGS	08220000	2004-12-14	200	A:e
USGS	08220000	2004-12-15	200	A:e
USGS	08220000	2004-12-16	200	A:e
USGS	08220000	2004-12-17	190	A:e
USGS	08220000	2004-12-18	200	A:e
USGS	08220000	2004-12-19	190	A:e
USGS	08220000	2004-12-20	210	A:e
USGS	08220000	2004-12-21	190	A:e
USGS	08220000	2004-12-22	170	A:e
USGS	08220000	2004-12-23	140	A:e
USGS	08220000	2004-12-24	150	A:e
USGS	08220000	2004-12-25	170	A:e
USGS	08220000	2004-12-26	180	A:e
USGS	08220000	2004-12-27	190	A:e
USGS	08220000	2004-12-28	190	A:e
USGS	08220000	2004-12-29	200	A:e
USGS	08220000	2004-12-30	210	A:e
USGS	08220000	2004-12-31	200	A:e
USGS	08220000	2005-01-01	210	A:e
USGS	08220000	2005-01-02	190	A:e
USGS	08220000	2005-01-03	190	A:e
USGS	08220000	2005-01-04	200	A:e
USGS	08220000	2005-01-05	200	A:e
USGS	08220000	2005-01-06	190	A:e
USGS	08220000	2005-01-07	170	A:e
USGS	08220000	2005-01-08	180	A:e
USGS	08220000	2005-01-09	200	A:e
USGS	08220000	2005-01-10	220	A:e
USGS	08220000	2005-01-11	210	A:e
USGS	08220000	2005-01-12	200	A:e
USGS	08220000	2005-01-13	190	A:e
USGS	08220000	2005-01-14	170	A:e
USGS	08220000	2005-01-15	170	A:e
USGS	08220000	2005-01-16	180	A:e
USGS	08220000	2005-01-17	190	A:e
USGS	08220000	2005-01-18	200	A:e
USGS	08220000	2005-01-19	210	A:e
USGS	08220000	2005-01-20	220	A:e
USGS	08220000	2005-01-21	220	A:e
USGS	08220000	2005-01-22	220	A:e
USGS	08220000	2005-01-23	220	A:e
USGS	08220000	2005-01-24	220	A:e
USGS	08220000	2005-01-25	220	A:e
USGS	08220000	2005-01-26	220	A:e
USGS	08220000	2005-01-27	230	A:e
USGS	08220000	2005-01-28	240	A:e
USGS	08220000	2005-01-29	230	A:e
USGS	08220000	2005-01-30	210	A:e
USGS	08220000	2005-01-31	200	A:e
USGS	08220000	2005-02-01	190	A:e
USGS	08220000	2005-02-02	180	A:e
USGS	08220000	2005-02-03	180	A:e
USGS	08220000	2005-02-04	180	A:e
USGS	08220000	2005-02-05	190	A:e
USGS	08220000	2005-02-06	200	A:e
USGS	08220000	2005-02-07	190	A:e
USGS	08220000	2005-02-08	190	A:e
USGS	08220000	2005-02-09	180	A:e
USGS	08220000	2005-02-10	190	A:e
USGS	08220000	2005-02-11	200	A:e
USGS	08220000	2005-02-12	210	A:e
USGS	08220000	2005-02-13	210	A:e
USGS	08220000	2005-02-14	210	A:e
USGS	08220000	2005-02-15	210	A:e
USGS	08220000	2005-02-16	210	A:e
USGS	08220000	2005-02-17	200	A:e
USGS	08220000	2005-02-18	200	A:e
USGS	08220000	2005-02-19	190	A:e
USGS	08220000	2005-02-20	200	A:e
USGS	08220000	2005-02-21	203	A
USGS	08220000	2005-02-22	205	A
USGS	08220000	2005-02-23	213	A
USGS	08220000	2005-02-24	207	A
USGS	08220000	2005-02-25	191	A
USGS	08220000	2005-02-26	190	A
USGS	08220000	2005-02-27	196	A
USGS	08220000	2005-02-28	190	A
USGS	08220000	2005-03-01	195	A
USGS	08220000	2005-03-02	196	A
USGS	08220000	2005-03-03	194	A
USGS	08220000	2005-03-04	189	A
USGS	08220000	2005-03-05	201	A
USGS	08220000	2005-03-06	201	A
USGS	08220000	2005-03-07	208	A
USGS	08220000	2005-03-08	218	A
USGS	08220000	2005-03-09	233	A
USGS	08220000	2005-03-10	262	A
USGS	08220000	2005-03-11	285	A:e
USGS	08220000	2005-03-12	320	A:e
USGS	08220000	2005-03-13	350	A:e
USGS	08220000	2005-03-14	340	A:e
USGS	08220000	2005-03-15	320	A:e
USGS	08220000	2005-03-16	272	A
USGS	08220000	2005-03-17	257	A
USGS	08220000	2005-03-18	272	A
USGS	08220000	2005-03-19	255	A
USGS	08220000	2005-03-20	266	A
USGS	08220000	2005-03-21	255	A
USGS	08220000	2005-03-22	245	A
USGS	08220000	2005-03-23	277	A
USGS	08220000	2005-03-24	270	A
USGS	08220000	2005-03-25	255	A
USGS	08220000	2005-03-26	248	A
USGS	08220000	2005-03-27	239	A
USGS	08220000	2005-03-28	284	A
USGS	08220000	2005-03-29	305	A
USGS	08220000	2005-03-30	270	A
USGS	08220000	2005-03-31	243	A
USGS	08220000	2005-04-01	235	A
USGS	08220000	2005-04-02	275	A
USGS	08220000	2005-04-03	344	A
USGS	08220000	2005-04-04	401	A
USGS	08220000	2005-04-05	424	A
USGS	08220000	2005-04-06	430	A
USGS	08220000	2005-04-07	576	A
USGS	08220000	2005-04-08	705	A
USGS	08220000	2005-04-09	643	A
USGS	08220000	2005-04-10	569	A
USGS	08220000	2005-04-11	520	A
USGS	08220000	2005-04-12	489	A
USGS	08220000	2005-04-13	551	A
USGS	08220000	2005-04-14	696	A
USGS	08220000	2005-04-15	940	A
USGS	08220000	2005-04-16	1040	A
USGS	08220000	2005-04-17	1190	A
USGS	08220000	2005-04-18	1300	A
USGS	08220000	2005-04-19	1590	A
USGS	08220000	2005-04-20	1670	A
USGS	08220000	2005-04-21	1590	A
USGS	08220000	2005-04-22	1570	A
USGS	08220000	2005-04-23	1600	A
USGS	08220000	2005-04-24	1970	A
USGS	08220000	2005-04-25	1860	A
USGS	08220000	2005-04-26	1680	A
USGS	08220000	2005-04-27	1500	A
USGS	08220000	2005-04-28	1360	A
USGS	08220000	2005-04-29	1270	A
USGS	08220000	2005-04-30	1110	A
USGS	08220000	2005-05-01	1240	A
USGS	08220000	2005-05-02	1280	A
USGS	08220000	2005-05-03	1320	A
USGS	08220000	2005-05-04	1340	A
USGS	08220000	2005-05-05	1410	A
USGS	08220000	2005-05-06	1580	A
USGS	08220000	2005-05-07	1840	A
USGS	08220000	2005-05-08	1930	A
USGS	08220000	2005-05-09	2000	A
USGS	08220000	2005-05-10	2420	A
USGS	08220000	2005-05-11	3020	A
USGS	08220000	2005-05-12	2760	A
USGS	08220000	2005-05-13	2450	A
USGS	08220000	2005-05-14	2380	A
USGS	08220000	2005-05-15	2410	A
USGS	08220000	2005-05-16	2840	A
USGS	08220000	2005-05-17	3810	A
USGS	08220000	2005-05-18	4290	A
USGS	08220000	2005-05-19	4750	A
USGS	08220000	2005-05-20	5440	A
USGS	08220000	2005-05-21	6310	A
USGS	08220000	2005-05-22	7200	A
USGS	08220000	2005-05-23	6900	A
USGS	08220000	2005-05-24	6530	A
USGS	08220000	2005-05-25	6420	A
USGS	08220000	2005-05-26	6500	A
USGS	08220000	2005-05-27	6820	A
USGS	08220000	2005-05-28	6370	A
USGS	08220000	2005-05-29	5910	A
USGS	08220000	2005-05-30	5750	A
USGS	08220000	2005-05-31	5610	A
USGS	08220000	2005-06-01	5470	A
USGS	08220000	2005-06-02	5560	A
USGS	08220000	2005-06-03	5570	A
USGS	08220000	2005-06-04	4970	A
USGS	08220000	2005-06-05	4400	A
USGS	08220000	2005-06-06	4290	A
USGS	08220000	2005-06-07	4380	A
USGS	08220000	2005-06-08	4360	A
USGS	08220000	2005-06-09	4330	A
USGS	08220000	2005-06-10	4070	A
USGS	08220000	2005-06-11	3840	A
USGS	08220000	2005-06-12	3810	A
USGS	08220000	2005-06-13	3540	A
USGS	08220000	2005-06-14	3490	A
USGS	08220000	2005-06-15	3700	A
USGS	08220000	2005-06-16	3970	A
USGS	08220000	2005-06-17	4090	A
USGS	08220000	2005-06-18	4010	A
USGS	08220000	2005-06-19	4040	A
USGS	08220000	2005-06-20	3970	A
USGS	08220000	2005-06-21	3890	A
USGS	08220000	2005-06-22	3900	A
USGS	08220000	2005-06-23	3910	A
USGS	08220000	2005-06-24	3810	A
USGS	08220000	2005-06-25	3710	A
USGS	08220000	2005-06-26	3860	A
USGS	08220000	2005-06-27	3650	A
USGS	08220000	2005-06-28	3420	A
USGS	08220000	2005-06-29	3350	A
USGS	08220000	2005-06-30	3250	A
USGS	08220000	2005-07-01	3220	A
USGS	08220000	2005-07-02	3080	A
USGS	08220000	2005-07-03	3020	A
USGS	08220000	2005-07-04	2890	A
USGS	08220000	2005-07-05	2800	A
USGS	08220000	2005-07-06	2730	A
USGS	08220000	2005-07-07	2670	A
USGS	08220000	2005-07-08	2420	A
USGS	08220000	2005-07-09	2390	A
USGS	08220000	2005-07-10	2140	A
USGS	08220000	2005-07-11	1730	A
USGS	08220000	2005-07-12	1500	A
USGS	08220000	2005-07-13	1200	A
USGS	08220000	2005-07-14	1090	A
USGS	08220000	2005-07-15	969	A
USGS	08220000	2005-07-16	899	A
USGS	08220000	2005-07-17	869	A
